ID,Place (x),Knowledge (y),Action (z),ETName
4908,0.125,-0.0625,-0.5,Small Green Steps
4909,-0.25,-0.25,-0.0625,Ecospirituality
4910,-0.125,0.0625,0.1875,Earth Justice
4911,0.125,-0.375,0.5625,Indigenous Justice
4912,-0.375,-0.3125,0.625,Earth Justice
4916,-0.0625,0.25,0.125,Science Policy
4917,-0.1875,-0.125,-0.0625,Ecospirituality
4918,0.125,0.1875,0,Science for Humanity
4920,-0.3125,-0.375,0.375,Indigenous Justice
4921,-0.25,-0.125,0.1875,Earth Justice
4922,-0.125,-0.5,0.3125,Indigenous Justice
4923,0.125,0.3125,-0.125,Science for Humanity
4926,-0.875,-0.4375,0.25,Ecospirituality
4928,0.0625,0.125,-0.125,Other
4930,-0.125,-0.25,-0.1875,Ecospirituality
4931,-0.3125,0,0.3125,Earth Justice
4932,0.125,-0.0625,0.4375,Indigenous Justice
4933,0.0625,-0.25,0.25,Indigenous Justice
4935,-0.5,-0.125,0.4375,Earth Justice
4936,-0.4375,-0.125,0.3125,Earth Justice
4937,0.0625,-0.0625,0.125,Other
4938,-0.125,0.3125,-0.0625,Ecoscience
4939,0.1875,0,0.0625,Other
4940,0.5625,0.25,-0.25,Science for Humanity
4941,-0.0625,0.3125,-0.3125,Ecoscience
4942,-0.1875,0.0625,0.3125,Earth Justice
4943,-0.3125,0.3125,0.125,Ecoscience
4944,0.0625,-0.1875,0,Other
4945,0.25,-0.375,0.1875,Indigenous Justice
4946,-0.25,0.125,-0.125,Ecoscience
4947,-0.0625,0.375,0,Ecoscience
4948,0.0625,0.1875,-0.125,Other
4949,-0.0625,0.125,0.375,Science Policy
4950,-0.1875,0,-0.25,Small Green Steps
4951,0.25,0.1875,-0.4375,Science for Humanity
4952,0,0.1875,0.1875,Science Policy
4953,-0.125,0.25,0.3125,Science Policy
4954,0.3125,0,0,Science for Humanity
4955,-0.1875,0.0625,0.3125,Earth Justice
4956,-0.0625,0.3125,0.0625,Ecoscience
4957,0,-0.5,0.3125,Indigenous Justice
4958,-0.125,0.0625,-0.125,Other
4959,0.125,-0.125,-0.1875,Other
4960,0,-0.1875,-0.0625,Other
4961,-0.25,-0.0625,-0.125,Small Green Steps
4962,-0.0625,0.4375,-0.25,Ecoscience
4963,-0.0625,-0.3125,-0.3125,Ecospirituality
4965,-0.4375,-0.125,0.125,Ecospirituality
4966,-0.125,0.3125,0.5625,Science Policy
4967,-0.4375,-0.4375,-0.25,Ecospirituality
4968,-0.1875,0.125,0,Ecoscience
4976,0.125,-0.125,0.0625,Other
4977,0,0.0625,0,Other
4979,0.0625,0,0.125,Other
4980,-0.0625,-0.0625,-0.1875,Other
4981,-0.0625,0,0.3125,Earth Justice
4982,0,0,-0.125,Other
4983,-0.125,-0.0625,0.3125,Earth Justice
4985,-0.0625,0,-0.125,Other
4990,-0.0625,0,-0.0625,Other
4991,-0.125,-0.125,0.1875,Earth Justice
4992,-0.125,0,0.1875,Earth Justice
4993,-0.625,-0.5625,0,Ecospirituality
4994,-0.0625,-0.5625,0.75,Indigenous Justice
4995,-0.4375,0.125,0.6875,Earth Justice
4996,-0.1875,0,-0.375,Small Green Steps
4997,0,0.25,0.125,Science Policy
4998,-0.375,-0.125,0.5,Earth Justice
5000,-0.125,-0.1875,0.125,Ecospirituality
5001,-0.3125,-0.25,0.3125,Earth Justice
5002,0,-0.5,0.125,Indigenous Justice
5003,0.0625,0.125,0,Other
5004,-0.25,0.0625,-0.1875,Small Green Steps
5005,0.25,0.4375,-0.125,Science for Humanity
5006,-0.3125,0.0625,0,Ecoscience
5007,-0.0625,0.125,0,Other
5008,0.0625,0.125,-0.3125,Other
5009,0,0,0,Other
5010,-0.1875,-0.0625,0.125,Earth Justice
5011,-0.125,-0.0625,-0.0625,Other
5012,0.0625,0,0,Other
5013,-0.1875,-0.1875,0.1875,Ecospirituality
5014,-0.0625,0.125,-0.0625,Other
5015,-0.1875,0,-0.0625,Other
5016,-0.0625,-0.1875,-0.1875,Other
5017,-0.1875,-0.125,-0.1875,Small Green Steps
5018,-0.0625,-0.0625,0.125,Other
5019,-0.375,0.0625,-0.125,Small Green Steps
5020,0,0,0,Other
5021,0,0.4375,-0.0625,Ecoscience
5022,-0.125,-0.0625,-0.0625,Other
5023,0.0625,0,0,Other
5024,0.125,0,-0.25,Other
5025,-0.125,0.125,-0.4375,Small Green Steps
5026,-0.1875,0.0625,0.9375,Earth Justice
5027,-0.4375,0.625,0.6875,Science Policy
5028,-0.375,0,-0.0625,Small Green Steps
5029,-0.125,-0.5625,-0.1875,Ecospirituality
5031,-0.3125,-0.375,-0.5625,Small Green Steps
5032,-0.5625,-0.3125,0.6875,Earth Justice
5033,-0.5625,-0.3125,0.6875,Earth Justice
5034,0.3125,0.0625,0.6875,Science Policy
5035,-0.5,-0.3125,0.625,Earth Justice
5036,0,-0.125,-0.6875,Small Green Steps
5037,-0.4375,0,0.9375,Earth Justice
5038,0.1875,-0.1875,-0.125,Other
5039,-0.375,-0.1875,0.6875,Earth Justice
5040,-0.375,-0.125,0.5,Earth Justice
5041,0,-0.1875,0.1875,Indigenous Justice
5042,-0.125,0.0625,0.125,Other
5043,-0.3125,-0.25,0.125,Ecospirituality
5044,-0.125,0.0625,0.6875,Earth Justice
5045,-0.25,0.125,-0.3125,Small Green Steps
5046,0.25,-0.125,0.125,Other
5047,0,-0.25,-0.0625,Other
5049,-0.4375,-0.3125,0.3125,Ecospirituality
5050,0.125,0.0625,-0.1875,Other
5051,-0.0625,0.125,0.4375,Science Policy
5054,-0.1875,-0.25,0.25,Indigenous Justice
5055,-0.5,-0.125,-0.25,Small Green Steps
5056,0.1875,0,0.6875,Indigenous Justice
5057,0,-0.3125,0.75,Indigenous Justice
5058,-0.6875,-0.6875,0.875,Earth Justice
5059,-0.1875,0.4375,-0.3125,Ecoscience
5060,-0.25,-0.25,1,Earth Justice
5061,-0.5625,-0.125,0.5,Earth Justice
5062,-0.3125,0.625,0.6875,Science Policy
5063,-0.1875,0.125,0.375,Earth Justice
5064,-0.125,-0.5625,-0.125,Ecospirituality
5065,0.1875,0,-0.3125,Other
5066,-0.375,-0.0625,0.8125,Earth Justice
5067,-0.125,-0.25,-0.1875,Ecospirituality
5068,-0.3125,-0.0625,-0.4375,Small Green Steps
5070,-0.125,-0.3125,0,Ecospirituality
5071,-0.0625,0.3125,-0.375,Small Green Steps
5073,-0.625,0.25,-0.3125,Small Green Steps
5074,-0.25,0.1875,0.375,Earth Justice
5075,-0.625,-0.25,-0.5625,Small Green Steps
5076,-0.3125,-0.3125,0.1875,Ecospirituality
5077,-0.625,-0.5,0.75,Earth Justice
5078,-0.625,-0.125,0.75,Earth Justice
5079,-0.125,-0.0625,-0.125,Other
5080,-0.5625,-0.0625,0.1875,Earth Justice
5081,-0.3125,-0.375,-0.3125,Ecospirituality
5082,-0.8125,-1,-0.375,Ecospirituality
5083,0.125,0,-0.0625,Other
5085,-0.4375,-0.3125,0.1875,Ecospirituality
5086,0,0,-0.1875,Other
5087,-0.3125,-0.125,0.5625,Earth Justice
5088,0.1875,-0.5625,0.6875,Indigenous Justice
5089,-0.5,-0.375,0.9375,Earth Justice
5090,-0.6875,0.375,0.625,Earth Justice
5092,-0.4375,-0.0625,0.4375,Earth Justice
5093,0,0.1875,0.3125,Science Policy
5094,0.125,0,0.8125,Indigenous Justice
5095,-0.375,-0.0625,0.5625,Earth Justice
5096,-0.375,0.125,-0.375,Small Green Steps
5097,-0.3125,-0.0625,0.625,Earth Justice
5098,-0.625,-0.1875,0.375,Earth Justice
5099,-0.25,-0.125,0.125,Ecospirituality
5100,-0.1875,0.125,-0.375,Small Green Steps
5103,-0.125,0.0625,0.375,Earth Justice
5104,-0.1875,0.4375,0.5625,Science Policy
5105,-0.0625,-0.375,0.25,Indigenous Justice
5106,-0.375,-0.4375,0.0625,Ecospirituality
5107,0,-0.4375,-0.25,Ecospirituality
5108,0,-0.4375,-0.25,Ecospirituality
5109,-0.125,-0.375,0.8125,Indigenous Justice
5110,-0.1875,-0.125,0.125,Ecospirituality
5111,-0.8125,-0.4375,0.125,Ecospirituality
5113,-0.125,0,-0.25,Small Green Steps
5114,-0.1875,-0.125,0.1875,Earth Justice
5115,0.0625,0.125,-0.125,Other
5116,-0.625,-0.3125,0.4375,Earth Justice
5117,-0.375,0,0.0625,Earth Justice
5118,-0.0625,-0.3125,0.75,Indigenous Justice
5119,0,-0.125,-0.0625,Other
5121,0.375,-0.3125,-0.4375,Other
5122,-0.125,0.3125,0.1875,Science Policy
5123,-0.5,-0.5625,0.5625,Indigenous Justice
5124,-0.1875,-0.25,-0.0625,Ecospirituality
5125,-0.5625,-0.25,0.5625,Earth Justice
5126,-0.625,0.125,0.1875,Earth Justice
5127,-0.1875,0.125,-0.1875,Small Green Steps
5128,-0.25,0.3125,0.8125,Science Policy
5129,-0.4375,-0.25,0.75,Earth Justice
5130,0.125,0.1875,0.625,Science Policy
5131,0,-0.125,0,Other
5132,0.1875,0.125,-0.125,Science for Humanity
5133,0,0.125,0.1875,Science Policy
5134,-0.375,0.125,0.125,Ecoscience
5138,-0.0625,-0.1875,0.0625,Other
5139,-0.125,0.0625,0.4375,Earth Justice
5140,0,0,0.9375,Earth Justice
5141,-0.3125,-0.375,0.3125,Ecospirituality
5144,-0.4375,-0.3125,0.8125,Earth Justice
5145,-0.3125,-0.375,0.75,Indigenous Justice
5146,-0.5,0.125,0.75,Earth Justice
5147,0,0.0625,0,Other
5148,-0.0625,-0.1875,0.5625,Indigenous Justice
5149,-0.1875,0.1875,0,Ecoscience
5150,0,0.1875,-0.0625,Other
5151,-0.1875,-0.1875,-0.5625,Small Green Steps
5152,0.125,0.1875,-0.0625,Science for Humanity
5153,0.0625,0.0625,0.1875,Other
5154,-0.125,0,0.125,Other
5155,0,0.0625,0.3125,Science Policy
5156,-0.1875,-0.3125,0.375,Indigenous Justice
5157,-0.25,0,0,Other
5158,-0.3125,-0.375,0.875,Indigenous Justice
5160,0.375,-0.3125,-0.4375,Other
5161,-0.625,-0.5,0.1875,Ecospirituality
5162,-0.0625,0.125,-0.25,Small Green Steps
5163,-0.125,-0.25,-0.0625,Ecospirituality
5164,0.1875,0.25,0.5,Science Policy
5165,-0.6875,-0.0625,-0.125,Small Green Steps
5166,0,0.4375,0.25,Science Policy
5167,-0.125,-0.5,-0.3125,Ecospirituality
5170,0.1875,0.625,0.125,Science for Humanity
5171,-0.5,0.125,0.5625,Earth Justice
5177,-0.6875,-0.25,1,Earth Justice
5178,0.1875,-0.4375,0.6875,Indigenous Justice
5179,-0.5625,0.3125,0.125,Ecoscience
5181,-0.5,-0.375,0.75,Earth Justice
5184,-0.3125,-0.4375,0.5625,Indigenous Justice
5185,0.1875,-0.375,0.8125,Indigenous Justice
5186,-0.75,-0.5625,0.25,Ecospirituality
5187,-0.3125,-0.5,0.875,Indigenous Justice
5188,0.0625,0.5,0.5,Science Policy
5189,-0.0625,-0.0625,0.5625,Earth Justice
5190,-0.4375,0.0625,-0.25,Small Green Steps
5191,-0.125,-0.5,0.1875,Indigenous Justice
5193,-0.1875,0,0.75,Earth Justice
5194,-0.875,-0.25,0.375,Earth Justice
5195,-0.75,0,0.3125,Earth Justice
5196,-0.375,0,0.375,Earth Justice
5197,-0.4375,0.125,0.3125,Earth Justice
5198,-0.625,-0.125,0.6875,Earth Justice
5199,-0.1875,-0.0625,0.1875,Earth Justice
5200,0.0625,0,0,Other
5201,0.0625,0.625,0.25,Science Policy
5202,0.3125,-0.4375,0.25,Indigenous Justice
5203,0.3125,0,0.8125,Indigenous Justice
5204,0.1875,-0.375,0.8125,Indigenous Justice
5205,-0.6875,-0.8125,0,Ecospirituality
5206,-0.375,-0.25,0.25,Ecospirituality
5207,-0.375,0.3125,0.4375,Earth Justice
5210,-0.25,-0.1875,-0.1875,Ecospirituality
5212,-0.3125,-0.25,-0.125,Ecospirituality
5213,-0.875,-1,-0.5625,Ecospirituality
5214,-0.125,-0.375,-0.1875,Ecospirituality
5219,-0.0625,0,-0.4375,Small Green Steps
5221,-0.5,0.1875,0.25,Earth Justice
5224,-0.5625,-0.1875,-0.3125,Small Green Steps
5227,-0.0625,-0.0625,0.1875,Other
5228,0.0625,-0.0625,-0.1875,Other
5229,0.25,-0.25,-0.25,Other
5233,0,-0.3125,-0.3125,Ecospirituality
5234,-0.3125,0,0.375,Earth Justice
5237,-0.1875,0.1875,0,Ecoscience
5238,0,0.125,-0.5625,Small Green Steps
5240,-0.6875,-0.1875,0.5625,Earth Justice
5241,-0.3125,-0.0625,-0.0625,Ecospirituality
5242,-0.5,-0.375,-0.25,Ecospirituality
5243,-0.5,-0.125,-0.3125,Small Green Steps
5246,-0.4375,-0.125,-0.375,Small Green Steps
5247,-0.5625,-0.0625,0,Ecospirituality
5248,-0.375,-0.3125,-0.75,Small Green Steps
5250,-0.4375,-0.3125,0.1875,Ecospirituality
5251,-0.0625,0.3125,-0.25,Ecoscience
5254,-0.3125,-0.25,-0.375,Small Green Steps
5256,-0.1875,0.1875,-0.375,Small Green Steps
5257,-0.1875,0.125,-0.0625,Ecoscience
5262,-0.25,-0.375,0.5625,Indigenous Justice
5263,-0.875,-0.625,0.625,Ecospirituality
5264,-0.25,-0.0625,-0.3125,Small Green Steps
5265,0.125,0.0625,-0.0625,Other
5266,-0.125,0.125,0.1875,Earth Justice
5269,-0.3125,-0.25,-0.125,Ecospirituality
5271,-0.125,-0.125,-0.125,Other
5275,-0.125,0.125,0,Other
5277,-0.125,0.25,-0.375,Small Green Steps
5279,-0.25,-0.25,-0.4375,Small Green Steps
5280,-0.1875,0.5,-0.25,Ecoscience
5286,-0.1875,0,0.375,Earth Justice
5290,-0.375,-0.0625,0.25,Earth Justice
5292,0.25,-0.125,0.125,Other
5295,-0.6875,-0.5625,-0.5,Ecospirituality
5299,-0.1875,0.0625,-0.4375,Small Green Steps
5304,-0.1875,-0.5,-0.0625,Ecospirituality
5308,-0.4375,-0.125,-0.0625,Ecospirituality
5309,-0.5,-0.3125,-0.3125,Ecospirituality
5312,-0.5625,-0.125,-0.3125,Small Green Steps
5313,-0.5625,-0.125,-0.1875,Small Green Steps
5314,0.5,0.8125,0.25,Science for Humanity
5315,0,0.1875,-0.125,Other
5316,0,-0.375,-0.3125,Ecospirituality
5318,0.5,0.375,0.625,Science Policy
5319,-0.25,0,-0.125,Small Green Steps
5320,0.1875,-0.0625,-0.125,Other
5322,-0.25,0.125,-0.1875,Small Green Steps
5323,-0.4375,0.4375,-0.0625,Ecoscience
5325,0.1875,0.125,0.0625,Science for Humanity
5329,0,0.3125,0.25,Science Policy
5330,0.4375,-0.0625,-0.125,Science for Humanity
5331,-0.25,0.25,0,Ecoscience
5334,-0.5,0.5,0.875,Earth Justice
5339,-0.5,0.4375,-0.1875,Ecoscience
5340,0.125,-0.1875,0.0625,Other
5343,0.3125,0.875,-0.125,Science for Humanity
5344,-0.5625,0.4375,-0.3125,Ecoscience
5345,-0.5,0.875,0.875,Science Policy
5349,-0.4375,0,-0.375,Small Green Steps
5351,0,-0.5625,-0.25,Ecospirituality
5355,0.0625,0.125,0.0625,Other
5356,-0.0625,-0.0625,0.1875,Other
5357,-0.4375,0,-0.4375,Small Green Steps
5359,-1,-0.4375,-0.5,Small Green Steps
5360,-0.3125,0.0625,-0.25,Small Green Steps
5362,-0.6875,-0.1875,-0.375,Small Green Steps
5365,-0.5,0,0.5,Earth Justice
5367,0.0625,-0.0625,0.125,Other
5372,-0.8125,-0.3125,-0.375,Small Green Steps
5373,-0.8125,-0.375,-0.5625,Small Green Steps
5374,-0.75,-0.25,-0.4375,Small Green Steps
5377,-0.3125,-0.3125,-0.25,Ecospirituality
5380,0.5,1,0.4375,Science for Humanity
5381,-0.25,-0.3125,0.0625,Ecospirituality
5382,-0.3125,0.375,0.1875,Ecoscience
5385,0.1875,0.5,0.25,Science Policy
5386,0,0,-0.25,Other
5387,-0.3125,-0.25,0.3125,Earth Justice
5389,0.0625,0.25,-0.125,Science for Humanity
5395,0.125,-0.3125,0.125,Indigenous Justice
5403,-0.0625,-0.0625,0.1875,Other
5406,-0.0625,0.8125,0.375,Science Policy
5408,0.3125,0,-0.3125,Science for Humanity
5409,-0.3125,0.375,0.375,Science Policy
5410,-0.125,-0.0625,-0.0625,Other
5411,0.0625,0.1875,-0.0625,Other
5412,-0.3125,0.6875,0.625,Science Policy
5414,-0.1875,-0.3125,-0.25,Ecospirituality
5418,-0.625,0.1875,0,Ecoscience
5420,-0.25,0.125,-0.25,Small Green Steps
5421,-0.1875,-0.375,-0.125,Ecospirituality
5434,-0.125,0.3125,0,Ecoscience
5438,0.0625,-0.0625,-0.1875,Other
5442,-0.125,0,0,Other
5443,-0.125,0.3125,-0.1875,Ecoscience
5444,-0.125,0.3125,0.25,Science Policy
5445,-0.125,-0.0625,-0.0625,Other
5449,-0.625,-0.125,0.25,Earth Justice
5450,-0.1875,0.9375,0,Ecoscience
5451,-0.0625,0.3125,-0.1875,Ecoscience
5453,-0.0625,0.125,0.25,Science Policy
5454,-0.0625,-0.0625,0.0625,Other
5458,0.25,0.25,0.1875,Science for Humanity
5459,-0.5,-0.125,-0.375,Small Green Steps
5463,0,-0.3125,0.0625,Indigenous Justice
5464,-0.1875,-0.0625,-0.0625,Other
5465,-0.0625,0.1875,-0.125,Other
5466,-0.25,0.1875,0.1875,Ecoscience
5467,-0.375,-0.125,-0.125,Ecospirituality
5468,-0.3125,0.3125,-0.1875,Ecoscience
5469,-0.5625,0.0625,-0.3125,Small Green Steps
5470,0.5,0.8125,0.25,Science for Humanity
5472,-0.0625,0.4375,0.25,Science Policy
5473,-0.1875,0.25,0,Ecoscience
5476,-0.5625,0.375,0.4375,Earth Justice
5477,0.0625,0.625,0.75,Science Policy
5478,-0.375,0,0.3125,Earth Justice
5479,0.0625,-0.25,0,Other
5480,-0.1875,-0.0625,-0.1875,Small Green Steps
5481,-0.1875,-0.25,-0.1875,Ecospirituality
5482,-0.3125,0.3125,0.1875,Ecoscience
5483,0,0.4375,0.25,Science Policy
5485,-0.3125,0.3125,0.75,Earth Justice
5486,-0.1875,0.3125,0.3125,Science Policy
5487,0.375,1,0.1875,Science for Humanity
5489,0,-0.0625,-0.0625,Other
5491,-0.125,-0.125,0.75,Earth Justice
5492,-0.125,-0.1875,-0.125,Ecospirituality
5507,-0.5625,0.0625,0.3125,Earth Justice
5510,-0.5,0,0.25,Earth Justice
5512,-0.1875,-0.0625,0.125,Earth Justice
5515,-0.25,-0.1875,-0.0625,Ecospirituality
5517,-0.3125,0,-0.125,Small Green Steps
5518,-0.0625,0.375,-0.3125,Ecoscience
5520,-1,0.25,0.3125,Earth Justice
5521,-0.1875,0.4375,0.4375,Science Policy
5524,-0.4375,-0.4375,0.875,Earth Justice
5525,0.0625,-0.1875,-0.1875,Other
5526,-0.125,-0.125,-0.1875,Small Green Steps
5532,0.0625,0.0625,0.125,Other
5533,-0.25,-0.0625,-0.125,Small Green Steps
5534,-0.25,0.125,-0.3125,Small Green Steps
5535,0.0625,0.125,0,Other
5536,-0.5,-0.125,-0.125,Ecospirituality
5538,0,0,0,Other
5539,0,-0.0625,-0.1875,Other
5541,0.0625,0.1875,0.1875,Science Policy
5542,0,-0.1875,0.5625,Indigenous Justice
5543,-0.25,0.25,0.0625,Ecoscience
5544,0,0.25,-0.5,Small Green Steps
5545,-0.5,-0.5,0.875,Earth Justice
5546,-0.1875,0.0625,-0.0625,Other
5547,-0.125,0.1875,0,Ecoscience
5548,-0.4375,-0.0625,-0.0625,Ecospirituality
5549,-0.125,-0.25,-0.3125,Small Green Steps
5550,0.125,0.3125,0.0625,Science for Humanity
5552,0,0.1875,-0.375,Small Green Steps
5553,0.0625,0.125,-0.0625,Other
5554,-0.0625,-0.125,0.0625,Other
5555,-0.1875,0.125,-0.0625,Ecoscience
5556,0,-0.1875,0.0625,Other
5557,-0.125,0.1875,-0.125,Ecoscience
5558,0.1875,-0.125,-0.1875,Other
5559,-0.1875,-0.0625,0.375,Earth Justice
